"Cód Transacción","Cód Transacción","Descripción Transacción","Artículo","Descripción Artículo","Planta","Desc. Planta","Cód. Configuración","Dirección","Cantidad","UdM","Dirección Paralela","Ctd Paralela","UdM Paralela","Ubicación","Almacén","Cajón","Fila","Nivel","Caja","Nº Lote","Nº Serie","Cód. Condición","Desc. Cód. Condición","Nº R/D/R","Nº Rev","Fecha Caducidad","Ref Orden 1","Ref Orden 2","Ref Orden 3","Ref Orden 4","Tipo Orden","Coste","Coste Inventario","Coste Total","Creado","Hora Creación","Nota","Realizado Por","Fecha Aplicada","Incl en Art Agr por Periodo","Incl.Valor Agreg. por Per.","Devol/Deshec","Propiedad","Propietario","Nombre Propietario","Propiedad Previo","Propietario Previo","Nombre Propietario Previo","Cód. Programa","Descripción de Programa","Cód Proyecto","Nombre Proyecto","Cód Subproyecto","Descripción Subproyecto","Cód Actividad","Descripción Actividad","Secuencia Actividad","Tiene Errores Contab","Tiene Contab Trasnferidas","Cód Inf Trans Inv","Fecha Aplicada Fecha Modificación","Fecha Aplicada Modificada por Usuario"
"1,911,250","WOISS","Emitir para Orden de Trabajo","P08.001.AL0015","ACEITE TEXACO URSA SAE 15W40","05M-O","TERMOPICHINCHA M-O","*","-","11","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","2232","*","","37","Orden Trabajo","36.34","399.72","399.72","18/01/2017","11:03:09","","VTIXE","18/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307467","",""
"1,911,251","WOISS","Emitir para Orden de Trabajo","P03.008.LI0037","LIMPIADOR DE CONTACTOS  ELECTRONICOS","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","2232","*","","38","Orden Trabajo","16.52","16.52","16.52","18/01/2017","11:03:10","","VTIXE","18/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307467","",""
"1,911,252","WOISS","Emitir para Orden de Trabajo","P03.003.LI0003","LIMPIADOR DE CONTACTOS ELECTRONICOS.","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","2232","*","","39","Orden Trabajo","28.54","28.54","28.54","18/01/2017","11:03:11","","VTIXE","18/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307467","",""
"1,911,253","WOISS","Emitir para Orden de Trabajo","P02.026.AB0068","ABRAZADERA 4 1/2""","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","2232","*","","40","Orden Trabajo","2.18","2.18","2.18","18/01/2017","11:03:11","","VTIXE","18/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307467","",""
"1,911,254","WOISS","Emitir para Orden de Trabajo","P01.005.PE0136","PERNO CABEZA HEXAGONAL N14TP35028","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","2232","*","","41","Orden Trabajo","13.24","13.24","13.24","18/01/2017","11:03:12","","VTIXE","18/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307467","",""
"1,911,255","WOISS","Emitir para Orden de Trabajo","02.026.MN0086","MANGUERA DE 3 1/2"" PRESION 150 PSI","05M-O","TERMOPICHINCHA M-O","*","-","0.83","m","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","2232","*","","42","Orden Trabajo","61.21","50.8","50.8","18/01/2017","11:03:12","","VTIXE","18/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307467","",""
"1,911,256","WOISS","Emitir para Orden de Trabajo","P02.013.FC0072","FOCO AHORRADOR ESPIRAL MINI LYNX 25W","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","2232","*","","43","Orden Trabajo","4.93","4.93","4.93","18/01/2017","11:03:12","","VTIXE","18/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307467","",""
"1,911,257","WOISS","Emitir para Orden de Trabajo","P03.023.IN0006","DESENGRASANTE  INDUSTRIAL","05M-O","TERMOPICHINCHA M-O","*","-","3","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","2232","*","","44","Orden Trabajo","12.11","36.33","36.33","18/01/2017","11:03:13","","VTIXE","18/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307467","",""
"1,911,258","WOISS","Emitir para Orden de Trabajo","P02.026.UN0022","UNION PVC DE 1/2""","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","2232","*","","45","Orden Trabajo","0.58","0.58","0.58","18/01/2017","11:03:13","","VTIXE","18/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307467","",""
"1,911,259","WOISS","Emitir para Orden de Trabajo","P02.026.AB0069","ABRAZADERA 1 1/2 (38MM)","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","2232","*","","46","Orden Trabajo","2.69","5.38","5.38","18/01/2017","11:03:14","","VTIXE","18/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307467","",""
"1,911,260","WOISS","Emitir para Orden de Trabajo","01.105.CM0010","CABEZOTE PARA MOTOR DETROIT SERIE V-71 R5102770","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","2232","*","","47","Orden Trabajo","5,991.06","5,991.06","5,991.06","18/01/2017","11:03:15","","VTIXE","18/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307467","",""
"1,916,034","WOISS","Emitir para Orden de Trabajo","P02.005.PR0728","PERNO ALLEN 3/16"" X 1/2""","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","2610","*","","33","Orden Trabajo","0.17","0.34","0.34","24/01/2017","11:21:07","","VTIXE","24/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308449","",""
"1,916,035","WOISS","Emitir para Orden de Trabajo","P02.005.PR0313","PERNO M5 X 50","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","2610","*","","34","Orden Trabajo","0.13","0.26","0.26","24/01/2017","11:21:07","","VTIXE","24/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308449","",""
"1,916,036","WOISS","Emitir para Orden de Trabajo","P01.142.BN0012","BORNERA DE PORCELANA DOBLE","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","2610","*","","35","Orden Trabajo","2.39","2.39","2.39","24/01/2017","11:21:08","","VTIXE","24/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308449","",""
"1,916,037","WOISS","Emitir para Orden de Trabajo","P02.019.AR0003","AMARRAS PLASTICAS MEDIANAS #20","05M-O","TERMOPICHINCHA M-O","*","-","100","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","2610","*","","36","Orden Trabajo","0.05","4.83","4.83","24/01/2017","11:21:08","","VTIXE","24/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308449","",""
"1,916,038","WOISS","Emitir para Orden de Trabajo","P03.010.MT0071","MATERIAL AISLANTE TAYPE- ROLLO","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","2610","*","","37","Orden Trabajo","0.81","0.81","0.81","24/01/2017","11:21:09","","VTIXE","24/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308449","",""
"1,914,027","WOISS","Emitir para Orden de Trabajo","P02.033.RE0001","RETAZOS - TRAPOS","05M-O","TERMOPICHINCHA M-O","*","-","1","lb","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","600971","*","","1","Orden Trabajo","2.36","2.36","2.36","20/01/2017","14:40:35","","VTIXE","20/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308084","",""
"1,914,028","WOISS","Emitir para Orden de Trabajo","P01.001.RO0003","RODAMIENTO 1307","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","600971","*","","4","Orden Trabajo","23.78","23.78","23.78","20/01/2017","14:40:37","","VTIXE","20/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308084","",""
"1,914,029","WOISS","Emitir para Orden de Trabajo","P01.020.SA0079","SELLO DE ACEITE 40-60-8","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","600971","*","","5","Orden Trabajo","2.31","2.31","2.31","20/01/2017","14:40:38","","VTIXE","20/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308084","",""
"1,914,030","WOISS","Emitir para Orden de Trabajo","P01.001.RD0016","RODAMIENTO  6307 2RS-M891-M152-251-47","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","600971","*","","6","Orden Trabajo","19.42","19.42","19.42","20/01/2017","14:40:39","","VTIXE","20/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308084","",""
"1,914,031","WOISS","Emitir para Orden de Trabajo","01.001.RD0127","RODAMIENTO 6212 2RSR C3","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","600971","*","","7","Orden Trabajo","26.2","52.41","52.41","20/01/2017","14:40:40","","VTIXE","20/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308084","",""
"1,914,099","WOISS","Emitir para Orden de Trabajo","P01.066.SS0004","SENSOR DE VIBRACION 329A3529P001","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","2895","*","","1","Orden Trabajo","1,659.49","1,659.49","1,659.49","20/01/2017","15:22:20","","VTIXE","20/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308107","",""
"1,914,151","WOISS","Emitir para Orden de Trabajo","P02.011.CB0129","CABLE FLEXIBLE Nº 18 AWG","05M-O","TERMOPICHINCHA M-O","*","-","4","m","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","600962","*","","1","Orden Trabajo","0.3","1.22","1.22","20/01/2017","15:52:30","","VTIXE","20/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308123","",""
"1,914,152","WOISS","Emitir para Orden de Trabajo","P03.010.MT0071","MATERIAL AISLANTE TAYPE- ROLLO","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","600962","*","","2","Orden Trabajo","0.81","0.81","0.81","20/01/2017","15:52:31","","VTIXE","20/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308123","",""
"1,940,263","WOISS","Emitir para Orden de Trabajo","P03.008.LI0038","LIMPIADOR DE MOTORES ELECTRICOS","05M-O","TERMOPICHINCHA M-O","*","-","1","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","600976","*","","5","Orden Trabajo","27.16","27.16","27.16","31/01/2017","16:53:53","","VTIXE","31/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309732","",""
"1,904,978","WOISS","Emitir para Orden de Trabajo","P02.033.RE0001","RETAZOS - TRAPOS","05M-O","TERMOPICHINCHA M-O","*","-","1","lb","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","601435","*","","3","Orden Trabajo","2.36","2.36","2.36","13/01/2017","10:25:38","","VTIXE","13/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","306659","",""
"1,904,979","WOISS","Emitir para Orden de Trabajo","P02.006.BR0005","BROCHA DE 4""","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","601435","*","","7","Orden Trabajo","6.68","6.68","6.68","13/01/2017","10:25:42","","VTIXE","13/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","306659","",""
"1,904,980","WOISS","Emitir para Orden de Trabajo","P02.016.PN0185","PINTURA EPOXICA","05M-O","TERMOPICHINCHA M-O","*","-","0.5","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","601435","*","","8","Orden Trabajo","110.22","55.11","55.11","13/01/2017","10:25:48","","VTIXE","13/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","306659","",""
"1,904,981","WOISS","Emitir para Orden de Trabajo","P09.037.TÑ0005","THINNER ACRILICO","05M-O","TERMOPICHINCHA M-O","*","-","1","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","601435","*","","9","Orden Trabajo","17.48","17.48","17.48","13/01/2017","10:26:32","","VTIXE","13/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","306659","",""
"1,906,007","ARRIVAL","Recepción de Orden de Compra","P02.016.TH0008","THINNER SINTETICO","05M-O","TERMOPICHINCHA M-O","*","+","55","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045548","5","1","1","Orden Compra","2.95","162.39","162.39","13/01/2017","16:32:26","","VTIXE","13/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","306802","",""
"1,941,305","INVM-IN","Transferencia Interna - Recepción","P13.007.JB0001","JABON LIQUIDO","05M-O","TERMOPICHINCHA M-O","*","+","60","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","","","","","","7.12","427.32","427.32","01/02/2017","13:40:49","","LVILLACIS","01/02/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","","",""
"1,920,097","WOISS","Emitir para Orden de Trabajo","P02.033.RE0001","RETAZOS - TRAPOS","05M-O","TERMOPICHINCHA M-O","*","-","5","lb","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","601527","*","","1","Orden Trabajo","2.36","11.79","11.79","27/01/2017","14:37:18","","VTIXE","27/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309139","",""
"1,915,894","WOISS","Emitir para Orden de Trabajo","P02.010.TR0069","TERMINAL TIPO ""U"" # 16-14","05M-O","TERMOPICHINCHA M-O","*","-","150","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","2685","*","","1","Orden Trabajo","0.07","10.02","10.02","24/01/2017","10:50:16","","VTIXE","24/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","308440","",""
"1,903,323","WOISS","Emitir para Orden de Trabajo","P01.039.RS0063","RESISTENCIA DE 1/2 W","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","2602","*","","1","Orden Trabajo","0.61","0.61","0.61","11/01/2017","15:01:02","","VTIXE","11/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","306456","",""
"1,903,324","WOISS","Emitir para Orden de Trabajo","P01.142.BN0013","BORNERA DE PORCELANA TRIPLE","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","2602","*","","2","Orden Trabajo","3.86","3.86","3.86","11/01/2017","15:01:03","","VTIXE","11/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","306456","",""
"1,940,106","INTSHIP","Consumo para Solic.Material","P13.007.PH0002","PAPEL HIGIENICO JUMBO 250 MTS- ROLLO","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","225576","1","1","1","Solicitud Material","2.3","4.59","4.59","31/01/2017","16:10:03","INT","VTIXE","31/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309714","",""
"1,940,107","INTSHIP","Consumo para Solic.Material","P13.007.TL0001","TOALLA DE MANOS DISPENSADA","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","225576","2","1","1","Solicitud Material","2.03","4.06","4.06","31/01/2017","16:10:03","INT","VTIXE","31/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309714","",""
"1,940,108","INTSHIP","Consumo para Solic.Material","P13.017.FN0009","FUNDA DE BASURA, GRANDE INDUSTRIAL","05M-O","TERMOPICHINCHA M-O","*","-","20","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","225576","3","1","1","Solicitud Material","0.27","5.48","5.48","31/01/2017","16:10:03","INT","VTIXE","31/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309714","",""
"1,940,109","INTSHIP","Consumo para Solic.Material","P13.002.IN0002","INSECTICIDA","05M-O","TERMOPICHINCHA M-O","*","-","1","l","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","225576","4","1","1","Solicitud Material","0.02","0.02","0.02","31/01/2017","16:10:03","INT","VTIXE","31/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309714","",""
"1,940,110","INTSHIP","Consumo para Solic.Material","P13.010.LA0003","LAVAVAJILLA.","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","225576","5","1","1","Solicitud Material","2.26","2.26","2.26","31/01/2017","16:10:03","INT","VTIXE","31/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309714","",""
"1,940,111","INTSHIP","Consumo para Solic.Material","P13.007.JB0001","JABON LIQUIDO","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","225576","6","1","1","Solicitud Material","7.12","14.24","14.24","31/01/2017","16:10:04","INT","VTIXE","31/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309714","",""
"1,940,112","INTSHIP","Consumo para Solic.Material","P13.015.VL0001","FIBRA LIMPIADORA (VILEDA) 100 X 150MM","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","225576","7","1","1","Solicitud Material","3.86","3.86","3.86","31/01/2017","16:10:04","INT","VTIXE","31/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309714","",""
"1,941,307","INVM-IN","Transferencia Interna - Recepción","P13.017.FN0009","FUNDA DE BASURA, GRANDE INDUSTRIAL","05M-O","TERMOPICHINCHA M-O","*","+","100","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","","","","","","0.27","27.42","27.42","01/02/2017","13:43:29","","LVILLACIS","01/02/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","","",""
"1,941,310","INVM-IN","Transferencia Interna - Recepción","P13.007.PH0002","PAPEL HIGIENICO JUMBO 250 MTS- ROLLO","05M-O","TERMOPICHINCHA M-O","*","+","52","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","","","","","","2.3","119.43","119.43","01/02/2017","13:44:59","","LVILLACIS","01/02/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","","",""
"1,919,509","ARRIVAL","Recepción de Orden de Compra","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","+","9,856","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045627","1","1","1","Orden Compra","0.94","9,216.58","9,216.58","27/01/2017","8:24:20","","VTIXE","03/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309024","27/01/2017 8:24:20","VTIXE"
"1,919,516","ARRIVAL","Recepción de Orden de Compra","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","+","9,856","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045627","1","1","2","Orden Compra","0.94","9,216.58","9,216.58","27/01/2017","8:28:58","","VTIXE","03/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309025","27/01/2017 8:28:58","VTIXE"
"1,919,527","ARRIVAL","Recepción de Orden de Compra","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","+","9,856","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045627","1","1","3","Orden Compra","0.94","9,216.58","9,216.58","27/01/2017","8:43:46","","VTIXE","03/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309027","27/01/2017 8:43:46","VTIXE"
"1,919,530","ARRIVAL","Recepción de Orden de Compra","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","+","9,856","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045627","1","1","4","Orden Compra","0.94","9,216.58","9,216.58","27/01/2017","8:45:49","","VTIXE","03/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309028","27/01/2017 8:45:49","VTIXE"
"1,919,532","ARRIVAL","Recepción de Orden de Compra","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","+","9,856","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045627","1","1","5","Orden Compra","0.94","9,216.58","9,216.58","27/01/2017","8:47:58","","VTIXE","03/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309030","27/01/2017 8:47:58","VTIXE"
"1,919,536","ARRIVAL","Recepción de Orden de Compra","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","+","9,856","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045627","1","1","6","Orden Compra","0.94","9,216.58","9,216.58","27/01/2017","8:52:05","","VTIXE","03/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309032","27/01/2017 8:52:05","VTIXE"
"1,919,538","ARRIVAL","Recepción de Orden de Compra","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","+","9,856","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045627","1","1","7","Orden Compra","0.94","9,216.58","9,216.58","27/01/2017","8:56:31","","VTIXE","03/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309034","27/01/2017 8:56:31","VTIXE"
"1,919,540","ARRIVAL","Recepción de Orden de Compra","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","+","9,748","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045627","1","1","8","Orden Compra","0.94","9,115.59","9,115.59","27/01/2017","8:58:57","","VTIXE","04/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309035","27/01/2017 8:58:57","VTIXE"
"1,919,542","ARRIVAL","Recepción de Orden de Compra","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","+","9,748","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045627","1","1","9","Orden Compra","0.94","9,115.59","9,115.59","27/01/2017","9:01:38","","VTIXE","04/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309036","27/01/2017 9:01:38","VTIXE"
"1,919,545","ARRIVAL","Recepción de Orden de Compra","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","+","9,748","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045627","1","1","10","Orden Compra","0.94","9,115.59","9,115.59","27/01/2017","9:06:28","","VTIXE","04/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309039","27/01/2017 9:06:28","VTIXE"
"1,919,551","ARRIVAL","Recepción de Orden de Compra","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","+","9,748","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045627","1","1","11","Orden Compra","0.94","9,115.59","9,115.59","27/01/2017","9:10:25","","VTIXE","04/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","309042","27/01/2017 9:10:25","VTIXE"
