"Cód Transacción","Cód Transacción","Descripción Transacción","Artículo","Descripción Artículo","Planta","Desc. Planta","Cód. Configuración","Dirección","Cantidad","UdM","Dirección Paralela","Ctd Paralela","UdM Paralela","Ubicación","Almacén","Cajón","Fila","Nivel","Caja","Nº Lote","Nº Serie","Cód. Condición","Desc. Cód. Condición","Nº R/D/R","Nº Rev","Fecha Caducidad","Ref Orden 1","Ref Orden 2","Ref Orden 3","Ref Orden 4","Tipo Orden","Coste","Coste Inventario","Coste Total","Creado","Hora Creación","Nota","Realizado Por","Fecha Aplicada","Incl en Art Agr por Periodo","Incl.Valor Agreg. por Per.","Devol/Deshec","Propiedad","Propietario","Nombre Propietario","Propiedad Previo","Propietario Previo","Nombre Propietario Previo","Cód. Programa","Descripción de Programa","Cód Proyecto","Nombre Proyecto","Cód Subproyecto","Descripción Subproyecto","Cód Actividad","Descripción Actividad","Secuencia Actividad","Tiene Errores Contab","Tiene Contab Trasnferidas","Cód Inf Trans Inv","Fecha Aplicada Fecha Modificación","Fecha Aplicada Modificada por Usuario"
"642,233","INTSHIP","Consumo para Solic.Material","P01.039.RS0064","RESISTENCIA 5W  1K","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","67186","56","1","1","Solicitud Material","0.13","0.27","0.27","02/12/2013","19:19:55","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93228","02/12/2013 19:20:31","VTIXE"
"656,373","ARRIVAL","Recepción de Orden de Compra","P02.010.PT0038","PLATINA 1 X 1/8"" (25 X 3MM)","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022008","1","1","1","Orden Compra","5.04","5.04","5.04","17/12/2013","9:42:32","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96204","17/12/2013 9:42:33","VTIXE"
"656,374","ARRIVAL","Recepción de Orden de Compra","P02.065.BI0010","BISAGRA 5/8""","05M-O","TERMOPICHINCHA M-O","*","+","6","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022008","2","1","1","Orden Compra","2.8","16.8","16.8","17/12/2013","9:42:33","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96204","17/12/2013 9:42:34","VTIXE"
"656,375","ARRIVAL","Recepción de Orden de Compra","P02.143.BA0001","BALANZA ( GR )","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022008","3","1","1","Orden Compra","14","14","14","17/12/2013","9:42:34","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96204","17/12/2013 9:42:34","VTIXE"
"656,376","ARRIVAL","Recepción de Orden de Compra","P02.005.TP0119","TAPON PVC DE 4""","05M-O","TERMOPICHINCHA M-O","*","+","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100022008","4","1","1","Orden Compra","2.8","5.6","5.6","17/12/2013","9:42:35","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96204","17/12/2013 9:42:35","VTIXE"
"656,377","ARRIVAL","Recepción de Orden de Compra","P02.085.RE0003","REJILLA METALICA","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","P100022008","5","1","1","Orden Compra","7","7","7","17/12/2013","9:42:36","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96204","17/12/2013 9:42:36","VTIXE"
"656,378","ARRIVAL","Recepción de Orden de Compra","P02.026.TB0095","TUBO PVC DE 3""","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022008","6","1","1","Orden Compra","9","9","9","17/12/2013","9:42:37","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96204","17/12/2013 9:42:37","VTIXE"
"656,395","ARRIVAL","Recepción de Orden de Compra","P02.011.CA0016","CABO FORTEX 1/2""","05M-O","TERMOPICHINCHA M-O","*","+","2","m","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022010","1","1","1","Orden Compra","2.8","5.6","5.6","17/12/2013","9:48:14","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96209","17/12/2013 9:48:15","VTIXE"
"656,396","ARRIVAL","Recepción de Orden de Compra","P02.026.NP0227","NEPLO HG 1 X 5""","05M-O","TERMOPICHINCHA M-O","*","+","9","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100022010","2","1","1","Orden Compra","2.02","18.2","18.2","17/12/2013","9:48:16","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96209","17/12/2013 9:48:16","VTIXE"
"656,397","ARRIVAL","Recepción de Orden de Compra","P02.026.CD0057","CODO HG 1"" X 90º","05M-O","TERMOPICHINCHA M-O","*","+","4","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022010","3","1","1","Orden Compra","2.6","10.4","10.4","17/12/2013","9:48:17","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96209","17/12/2013 9:48:17","VTIXE"
"656,398","ARRIVAL","Recepción de Orden de Compra","P02.026.NP0097","NEPLO CORRIDO HG DE 1""","05M-O","TERMOPICHINCHA M-O","*","+","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022010","4","1","1","Orden Compra","1.4","2.8","2.8","17/12/2013","9:48:18","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96209","17/12/2013 9:48:19","VTIXE"
"656,399","ARRIVAL","Recepción de Orden de Compra","P02.026.UN0019","UNION HG DE 1/2","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022010","5","1","1","Orden Compra","0.7","0.7","0.7","17/12/2013","9:48:20","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96209","17/12/2013 9:48:20","VTIXE"
"656,400","ARRIVAL","Recepción de Orden de Compra","P02.026.NP0019","NEPLO HG 1/2"" X 4""","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022010","6","1","1","Orden Compra","2","2","2","17/12/2013","9:48:21","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96209","17/12/2013 9:48:21","VTIXE"
"656,401","ARRIVAL","Recepción de Orden de Compra","P02.005.TP0107","TAPON MACHO HG 1 1/2""","05M-O","TERMOPICHINCHA M-O","*","+","6","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100022010","7","1","1","Orden Compra","1.75","10.5","10.5","17/12/2013","9:48:21","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96209","17/12/2013 9:48:21","VTIXE"
"656,402","ARRIVAL","Recepción de Orden de Compra","P02.026.AB0016","ABRAZADERA GALVANIZADA 7/8","05M-O","TERMOPICHINCHA M-O","*","+","30","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","P100022010","8","1","1","Orden Compra","0.25","7.5","7.5","17/12/2013","9:48:21","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96209","17/12/2013 9:48:22","VTIXE"
"656,403","ARRIVAL","Recepción de Orden de Compra","P02.026.NP0064","NEPLO HG 3/4 X 5 CM","05M-O","TERMOPICHINCHA M-O","*","+","6","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022010","9","1","1","Orden Compra","1","6","6","17/12/2013","9:48:22","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96209","17/12/2013 9:48:22","VTIXE"
"656,404","ARRIVAL","Recepción de Orden de Compra","P02.026.NP0059","NEPLO HG. 1 1/2"" X 4""","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022010","10","1","1","Orden Compra","2.8","2.8","2.8","17/12/2013","9:48:22","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96209","17/12/2013 9:48:23","VTIXE"
"656,405","ARRIVAL","Recepción de Orden de Compra","02.005.TN0175","TORNILLO AUTOPERFORANTE M10 X 1""","05M-O","TERMOPICHINCHA M-O","*","+","50","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100022010","11","1","1","Orden Compra","0.14","6.97","6.97","17/12/2013","9:48:23","","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96209","17/12/2013 9:48:23","VTIXE"
"656,417","INTSHIP","Consumo para Solic.Material","P02.010.PT0038","PLATINA 1 X 1/8"" (25 X 3MM)","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","68950","1","1","1","Solicitud Material","5.04","5.04","5.04","17/12/2013","9:53:43","INT","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96214","17/12/2013 9:54:31","VTIXE"
"656,418","INTSHIP","Consumo para Solic.Material","P02.065.BI0010","BISAGRA 5/8""","05M-O","TERMOPICHINCHA M-O","*","-","6","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","68950","2","1","1","Solicitud Material","2.8","16.8","16.8","17/12/2013","9:53:43","INT","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96214","17/12/2013 9:54:31","VTIXE"
"656,419","INTSHIP","Consumo para Solic.Material","P02.143.BA0001","BALANZA ( GR )","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","68950","3","1","1","Solicitud Material","14","14","14","17/12/2013","9:53:43","INT","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96214","17/12/2013 9:54:31","VTIXE"
"656,420","INTSHIP","Consumo para Solic.Material","P02.005.TP0119","TAPON PVC DE 4""","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","68950","4","1","1","Solicitud Material","2.8","5.6","5.6","17/12/2013","9:53:43","INT","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96214","17/12/2013 9:54:32","VTIXE"
"656,421","INTSHIP","Consumo para Solic.Material","P02.085.RE0003","REJILLA METALICA","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","68950","5","1","1","Solicitud Material","5.75","5.75","5.75","17/12/2013","9:53:43","INT","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96214","17/12/2013 9:54:32","VTIXE"
"656,422","INTSHIP","Consumo para Solic.Material","P02.026.TB0095","TUBO PVC DE 3""","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","68950","6","1","1","Solicitud Material","9","9","9","17/12/2013","9:53:43","INT","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96214","17/12/2013 9:54:32","VTIXE"
"656,428","INTSHIP","Consumo para Solic.Material","P02.011.CA0016","CABO FORTEX 1/2""","05M-O","TERMOPICHINCHA M-O","*","-","2","m","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","68953","1","1","1","Solicitud Material","0.66","1.32","1.32","17/12/2013","9:56:06","INT","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96217","17/12/2013 9:56:31","VTIXE"
"656,429","INTSHIP","Consumo para Solic.Material","P02.026.NP0227","NEPLO HG 1 X 5""","05M-O","TERMOPICHINCHA M-O","*","-","9","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","68953","2","1","1","Solicitud Material","2.02","18.2","18.2","17/12/2013","9:56:06","INT","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96217","17/12/2013 9:56:31","VTIXE"
"656,430","INTSHIP","Consumo para Solic.Material","P02.026.CD0057","CODO HG 1"" X 90º","05M-O","TERMOPICHINCHA M-O","*","-","4","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","68953","3","1","1","Solicitud Material","2.6","10.4","10.4","17/12/2013","9:56:07","INT","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96217","17/12/2013 9:56:31","VTIXE"
"656,431","INTSHIP","Consumo para Solic.Material","P02.026.NP0097","NEPLO CORRIDO HG DE 1""","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","68953","4","1","1","Solicitud Material","1.4","2.8","2.8","17/12/2013","9:56:07","INT","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96217","17/12/2013 9:56:31","VTIXE"
"656,432","INTSHIP","Consumo para Solic.Material","P02.026.UN0019","UNION HG DE 1/2","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","68953","5","1","1","Solicitud Material","0.88","0.88","0.88","17/12/2013","9:56:07","INT","VTIXE","12/12/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","96217","17/12/2013 9:56:32","VTIXE"
"642,234","INTSHIP","Consumo para Solic.Material","P02.010.TR0185","TERMINAL U 18-22","05M-O","TERMOPICHINCHA M-O","*","-","100","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","67186","57","1","1","Solicitud Material","0.04","4.09","4.09","02/12/2013","19:19:55","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93228","02/12/2013 19:20:32","VTIXE"
"642,235","INTSHIP","Consumo para Solic.Material","P02.010.CO0004","CONECTOR  BX  CON PVC DE 1/2""","05M-O","TERMOPICHINCHA M-O","*","-","6","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67186","58","1","1","Solicitud Material","1.11","6.65","6.65","02/12/2013","19:19:55","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93228","02/12/2013 19:20:32","VTIXE"
"642,236","INTSHIP","Consumo para Solic.Material","P02.012.LD0005","LED ROJO ALTO BRILLO","05M-O","TERMOPICHINCHA M-O","*","-","20","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","67186","59","1","1","Solicitud Material","0.28","5.6","5.6","02/12/2013","19:19:56","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93228","02/12/2013 19:20:32","VTIXE"
"642,237","INTSHIP","Consumo para Solic.Material","P02.012.LD0006","LED AMARILLO ALTO BRILLO","05M-O","TERMOPICHINCHA M-O","*","-","86","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","67186","60","1","1","Solicitud Material","0.26","22.15","22.15","02/12/2013","19:19:56","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93228","02/12/2013 19:20:32","VTIXE"
"642,238","INTSHIP","Consumo para Solic.Material","P01.046.TE0050","TARJETA ELECTRONICA SSLB SPEED LOAD SET POINT CONTROL IC 3600","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","67186","61","1","1","Solicitud Material","1,908.89","1,908.89","1,908.89","02/12/2013","19:19:56","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93228","02/12/2013 19:20:32","VTIXE"
"642,239","INTSHIP","Consumo para Solic.Material","P01.142.BN0012","BORNERA DE PORCELANA DOBLE","05M-O","TERMOPICHINCHA M-O","*","-","10","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67186","62","1","1","Solicitud Material","0.71","7.14","7.14","02/12/2013","19:19:56","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93228","02/12/2013 19:20:32","VTIXE"
"642,240","INTSHIP","Consumo para Solic.Material","P02.033.RE0001","RETAZOS - TRAPOS","05M-O","TERMOPICHINCHA M-O","*","-","20","lb","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67186","63","1","1","Solicitud Material","2.28","45.62","45.62","02/12/2013","19:19:56","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93228","02/12/2013 19:20:32","VTIXE"
"642,241","INTSHIP","Consumo para Solic.Material","P01.140.BT0003","BATERIAS ALCALINA DE 9V","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67186","64","1","1","Solicitud Material","3.8","3.8","3.8","02/12/2013","19:19:56","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93228","02/12/2013 19:20:33","VTIXE"
"642,243","INTSHIP","Consumo para Solic.Material","01.071.TR0019","TRANSDUCTOR DE FRECUENCIA A CORRIENTE 4 - 20 MA","05INV","TERMOPICHINCHA INV","*","-","1","UNIDAD","","","","SRAI0000","SANTA ROSA INV","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67187","1","1","1","Solicitud Material","333.2","333.2","333.2","02/12/2013","19:31:51","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93229","02/12/2013 19:32:11","VTIXE"
"642,244","INTSHIP","Consumo para Solic.Material","P01.160.TR0040","RTD CON CABEZAL DE CONEXION TIPO DE SENSOR PT100 CON 2 HILOS ROSCA DE CONEXION 3/4"" NPT RANGO DE TEMPERATURA -30 A 400ºC LARGO DEL BULBO 300 MM DIAMETRO DEL BULBO 10 MM","05INV","TERMOPICHINCHA INV","*","-","3","UNIDAD","","","","SRAI0000","SANTA ROSA INV","SRA01","0","0","0","0","*","","","*","1","","67187","2","1","1","Solicitud Material","185.92","557.76","557.76","02/12/2013","19:31:51","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93229","02/12/2013 19:32:11","VTIXE"
"642,245","INTSHIP","Consumo para Solic.Material","P02.124.MO0032","MODULO DE ENTRADAS ANALOGICAS TSXAEY4144/ANA  MULTIRANGE","05INV","TERMOPICHINCHA INV","*","-","1","UNIDAD","","","","SRAI0000","SANTA ROSA INV","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67187","3","1","1","Solicitud Material","536.55","536.55","536.55","02/12/2013","19:31:51","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93229","02/12/2013 19:32:12","VTIXE"
"642,246","INTSHIP","Consumo para Solic.Material","P03.010.MT0007","MATERIAL AISLANTE TAYPES- ROLLO","05INV","TERMOPICHINCHA INV","*","-","4","UNIDAD","","","","SRAI0000","SANTA ROSA INV","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67187","5","1","1","Solicitud Material","0.71","2.85","2.85","02/12/2013","19:31:51","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93229","02/12/2013 19:32:12","VTIXE"
"642,251","INTSHIP","Consumo para Solic.Material","P02.011.CB0137","CABLE VGA DE 15M, P/ MONITOR PROYECTOR","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","67189","1","1","1","Solicitud Material","65.23","65.23","65.23","02/12/2013","19:38:49","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93230","02/12/2013 19:39:15","VTIXE"
"642,252","INTSHIP","Consumo para Solic.Material","P02.011.CA0233","CABLE DE AUDIO DE 3.5 MM DE 15 METROS","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","67189","2","1","1","Solicitud Material","27.72","27.72","27.72","02/12/2013","19:38:49","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93230","02/12/2013 19:39:15","VTIXE"
"642,253","INTSHIP","Consumo para Solic.Material","P02.010.CO0186","CONECTOR SPLITER VGA 4","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","67189","3","1","1","Solicitud Material","43.04","43.04","43.04","02/12/2013","19:38:49","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93230","02/12/2013 19:39:15","VTIXE"
"642,254","INTSHIP","Consumo para Solic.Material","P02.010.PA0013","PATCH CORD DE 1M","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67189","4","1","1","Solicitud Material","6.2","12.39","12.39","02/12/2013","19:38:49","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93230","02/12/2013 19:39:15","VTIXE"
"642,255","INTSHIP","Consumo para Solic.Material","01.025.CN0012","CANALETA 60 X 13","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67189","6","1","1","Solicitud Material","17.77","17.77","17.77","02/12/2013","19:38:49","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93230","02/12/2013 19:39:16","VTIXE"
"642,260","INTSHIP","Consumo para Solic.Material","P13.007.PH0002","PAPEL HIGIENICO JUMBO 250 MTS- ROLLO","05M-O","TERMOPICHINCHA M-O","*","-","6","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","67191","1","1","1","Solicitud Material","2.4","14.4","14.4","02/12/2013","19:52:26","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93231","02/12/2013 19:52:49","VTIXE"
"642,261","INTSHIP","Consumo para Solic.Material","P16.002.SU0010","LAVAVAJILLA","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67191","2","1","1","Solicitud Material","1.34","2.68","2.68","02/12/2013","19:52:26","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93231","02/12/2013 19:52:49","VTIXE"
"642,262","INTSHIP","Consumo para Solic.Material","P13.017.FN0009","FUNDA DE BASURA, GRANDE INDUSTRIAL","05M-O","TERMOPICHINCHA M-O","*","-","60","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67191","3","1","1","Solicitud Material","0.31","18.57","18.57","02/12/2013","19:52:26","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93231","02/12/2013 19:52:49","VTIXE"
"642,263","INTSHIP","Consumo para Solic.Material","P13.011.DT0004","DETERGENTE 5 KG","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","67191","4","1","1","Solicitud Material","12.95","12.95","12.95","02/12/2013","19:52:26","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93231","02/12/2013 19:52:49","VTIXE"
"642,264","INTSHIP","Consumo para Solic.Material","P13.007.TL0001","TOALLA DE MANOS DISPENSADA","05M-O","TERMOPICHINCHA M-O","*","-","13","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","67191","5","1","1","Solicitud Material","2.58","33.56","33.56","02/12/2013","19:52:26","INT","VTIXE","29/11/2013","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","93231","02/12/2013 19:52:49","VTIXE"
